Id;song;artist;duration_ms;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo
;And Dat (Ft. Stormzy);Bonkaz;195419;561;588;8;-7.628;1;413;375;0.0;84;683;83.204
;6 In The Morning;Wiley;181114;812;937;1;-1.894;1;295;258;0.0;239;851;139.997
;Skepta Interlude;Drake;143214;745;822;7;-6.354;1;252;0.0103;4.2e-06;155;374;86.733
;Man Don't Care;Jme;213251;673;922;4;-5.311;1;217;329;0.0;0.0924;364;140.008
;Luke Cage;AJ Tracey;187400;794;801;0;-6.433;1;271;0.35;0.0;0.0799;0.73;147.072
;Shutdown;Skepta;188875;575;723;7;-4.956;1;314;0.1;0.0;483;822;107.039
;My Old Man;Zac Brown Band;227222;0.64;196;4;-11.478;1;0.0267;819;3.63e-05;0.0978;273;143.919
;Losing Sleep;Chris Young;180252;587;628;1;-5.703;1;0.0431;0.0677;1.88e-06;122;0.65;92.003
;Sleep Without You;Brett Young;187813;631;716;10;-5.713;1;0.0432;13;0.0;0.0756;637;88.541
;Yeah Boy;Kelsea Ballerini;194413;589;809;3;-5.292;1;0.0376;231;0.0;0.0719;464;88.965
;Craving You;Thomas Rhett;227373;612;841;9;-3.795;0;0.0353;0.000907;0.0;0.37;502;104.986
;More Girls Like You;Kip Moore;154320;553;743;2;-5.483;1;0.0368;0.01;0.0;0.0812;574;149.962
;Heart Break;Lady Antebellum;188293;548;877;7;-5.481;1;0.0367;0.0538;8.22e-06;314;694;84.009
;Cut Your Groove;Charlie Worsham;251067;528;842;11;-6.217;1;0.0411;151;3E-05;117;797;83.948
;Black;Dierks Bentley;211160;663;656;1;-6.548;1;0.0413;0.27;0.000279;117;555;120.037
;The Weekend;Brantley Gilbert;187760;0.53;809;6;-4.745;0;0.0388;0.0549;0.0;0.0741;703;82.022
;Reasons;Jillian Jacqueline;190227;525;657;1;-5.28;0;54;0.0966;0.0;119;313;176.127
;Small Town Boy;Dustin Lynch;206573;553;747;9;-5.905;1;0.0292;0.0244;0.0;363;702;73.033
;Yours If You Want It;Rascal Flatts;208733;533;0.91;8;-3.087;1;0.0566;0.0102;0.0;108;481;113.054
;Roots;Zac Brown Band;231173;726;595;11;-6.846;1;0.0393;148;0.000433;106;666;115.0
;Sunday Morning;Parmalee;171067;584;716;0;-4.737;1;0.0342;0.00733;0.0;0.0879;527;90.005
;Hurricane;Luke Combs;223800;443;804;10;-6.432;1;0.0406;0.0165;2.89e-06;181;437;151.928
;Think A Little Less;Michael Ray;176987;521;805;9;-4.481;1;0.0289;124;0.000219;0.33;549;141.967
;Speak to a Girl;Tim McGraw;231920;476;527;1;-6.406;1;0.0399;661;0.0;307;205;152.117
;Man Enough Now;Chris Bandi;185474;591;577;2;-6.107;1;0.0331;0.0159;0.0;162;0.52;156.107
;If I Told You;Darius Rucker;214507;0.5;622;9;-6.691;1;0.0329;335;0.0;327;293;83.886
;Happy People;Little Big Town;167200;674;706;8;-4.824;1;0.0586;234;7.98e-05;0.0958;962;160.023
;All On Me;Devin Dawson;227573;631;658;5;-5.313;1;0.0281;144;0.0;0.22;692;80.996
;Somethin' I'm Good At;Brett Eldredge;217280;562;0.94;5;-4.337;1;114;0.0494;0.0;217;466;103.009
;I Could Use a Love Song;Maren Morris;196422;638;634;6;-6.474;1;0.0468;214;0.0;0.0866;445;92.097
;Zac Brown Band - Hot Country;Various Artists;16042;409;645;1;-8.336;0;0.0771;733;0.0;132;421;74.923
;Trying To Drive;Zac Brown Band;266787;434;664;8;-5.883;1;0.0346;0.0968;0.0;141;478;145.861
;God, Your Mama, And Me;Florida Georgia Line;183413;439;802;7;-3.644;1;54;333;0.0;377;688;168.032
;Real Thing;Zac Brown Band;230722;533;533;0;-8.266;1;0.0324;0.0915;0.0;0.0972;506;159.907
;They Don't Know;Jason Aldean;195307;434;921;10;-2.248;0;0.0688;0.0207;0.00209;116;426;171.945
;Every Time I Hear That Song;Blake Shelton;214800;523;725;2;-5.448;1;0.0339;0.0558;6.96e-06;0.0937;0.52;155.855
;What Ifs;Kane Brown;188253;612;799;10;-4.603;1;0.0275;0.00898;0.0;172;675;125.976
;For Her;Chris Lane;211227;0.51;904;6;-4.291;1;0.0357;0.0993;0.0;173;542;150.004
;Act Like You Don't;Brooke Eden;232253;0.55;774;11;-4.397;1;0.0967;424;0.0;67;462;170.124
;In Case You Didn't Know;Brett Young;224853;596;544;10;-7.294;1;0.0315;397;0.0;106;381;147.976
;Two Black X's;Dylan Schneider;194240;622;745;1;-5.674;1;0.0262;0.0166;0.000875;292;585;91.0
;You Look Good;Lady Antebellum;183747;659;926;0;-4.66;1;0.0461;0.0344;0.00121;113;949;152.015
;Close;Ryan Kinder;178027;479;0.86;0;-4.318;1;0.0347;0.00566;0.0;168;759;80.018
;Ain't Always Pretty;Logan Mize;209840;0.56;0.78;1;-5.164;1;0.0459;186;0.0;364;466;160.052
;Love in a Bar;Ryan Hurd;187342;512;587;1;-6.403;1;0.0291;0.0179;0.0;107;313;134.006
;Family Table;Zac Brown Band;211307;403;745;1;-6.534;0;0.0858;0.0292;0.0;0.0985;634;186.241
;Any Ol' Barstool;Jason Aldean;203293;536;722;4;-4.163;1;0.0284;312;0.0;117;472;143.78
;Dirt On My Boots;Jon Pardi;201893;685;783;11;-4.152;1;0.0276;116;0.0;194;532;90.008
;Just a Phase;Adam Craig;186627;0.71;498;4;-5.478;1;0.0322;638;0.0;0.0916;0.52;136.093
;Body Like A Back Road;Sam Hunt;165387;731;469;5;-7.226;1;0.0326;463;1.04e-06;103;618;98.963
;How Not To;Dan + Shay;192000;501;836;11;-3.587;0;0.0491;208;0.0;152;627;159.863
;Tin Man;Miranda Lambert;259280;425;372;0;-10.92;1;0.03;861;0.0148;0.0733;297;79.456
;Blue Tacoma;Russell Dickerson;211240;458;894;9;-4.903;1;0.0398;0.0209;0.0;221;709;160.125
;May We All;Florida Georgia Line;226173;488;915;7;-4.255;1;0.0389;0.0406;0.0;351;637;75.019
;Last Time for Everything;Brad Paisley;230832;482;739;7;-5.476;1;0.0342;422;1.87e-05;468;596;155.932
;Getting Over You;Jackie Lee;173187;442;784;2;-4.001;1;0.0344;0.0527;0.0;0.0597;554;170.139
;Flatliner (feat. Dierks Bentley);Cole Swindell;177067;555;896;0;-3.295;1;0.0388;0.00434;0.0;145;558;114.995
;Like You That Way;Canaan Smith;158667;0.41;738;9;-3.833;1;0.0719;0.0551;0.0;0.0988;592;184.059
;Hometown Girl;Josh Turner;216187;507;0.81;3;-5.628;0;0.0317;273;0.0567;121;492;156.004
;Star Of The Show;Thomas Rhett;181200;0.69;626;7;-5.831;1;0.0275;129;0.0;169;652;101.958
;Either Way;Chris Stapleton;248053;641;0.0628;4;-14.155;1;0.0417;865;4.08e-06;105;289;129.004
;No Such Thing as a Broken Heart;Old Dominion;178840;655;785;8;-4.022;1;0.0697;279;0.0;116;931;171.969
;There’s A Girl;Trent Harmon;215600;529;803;7;-5.379;1;0.0389;0.2;0.0;0.0894;343;97.043
;The Fighter;Keith Urban;184040;681;845;11;-5.147;0;0.0525;0.0304;0.0;197;761;132.023
;Despacito - Remix;Luis Fonsi;228827;694;815;2;-4.328;1;0.12;229;0.0;0.0924;826;88.931
;Felices los 4;Maluma;229849;755;789;5;-4.502;1;146;231;0.0;351;734;93.973
;SUBEME LA RADIO;Enrique Iglesias;208163;684;823;9;-3.297;0;0.0773;0.0744;0.0;111;645;91.048
;Me Rehúso;Danny Ocean;205741;746;794;1;-6.331;1;0.0698;0.0258;0.0;0.0497;471;104.827
;El Amante;Nicky Jam;219507;683;691;8;-5.535;1;0.0432;243;0.0;0.14;746;179.91
;Escápate Conmigo;Wisin;232787;747;864;8;-3.181;0;0.0599;0.0245;4.46e-05;0.0853;746;92.028
;Ahora Dice;Chris Jeday;271080;706;689;6;-5.533;1;0.17;286;0.0;123;0.42;144.127
;Chantaje;Shakira;195613;859;756;8;-3.36;0;0.0643;168;4.65e-05;163;913;102.033
;Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version;Pitbull;194942;489;962;0;-2.597;1;215;0.0277;6.18e-06;128;507;104.563
;Sigo Extrañándote;J Balvin;201280;889;853;9;-4.26;1;241;154;0.000107;205;916;93.022
;Otra Vez (feat. J Balvin);Zion & Lennox;209453;832;772;10;-5.429;1;0.1;0.0559;0.000486;0.44;714;96.016
;La Rompe Corazones;Daddy Yankee;204520;685;859;5;-2.595;0;0.0553;116;0.0;317;886;176.018
;Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox];Anuel Aa;307910;639;869;11;-4.024;1;147;0.27;0.0;0.0802;766;169.801
;Despacito (Featuring Daddy Yankee);Luis Fonsi;228200;0.66;786;2;-4.757;1;0.17;209;0.0;112;849;177.833
;Reggaetón Lento (Bailemos);CNCO;222560;761;838;4;-3.073;0;0.0502;0.4;0.0;176;717;93.974
;Hey DJ;CNCO;205520;792;819;5;-5.418;1;0.0867;0.0309;0.0;389;0.45;89.98
;Me Llamas (feat. Maluma) - Remix;Piso 21;210323;0.76;838;7;-3.828;0;0.0529;547;1.3e-06;0.0664;0.74;93.05
;Me Enamoré;Shakira;225813;711;875;5;-2.211;1;104;211;0.000198;0.0862;929;103.637
;Tu Foto;Ozuna;193118;735;482;7;-9.21;1;0.0508;205;0.000194;0.0894;783;175.907
;Vente Pa' Ca;Ricky Martin;259196;663;0.92;11;-4.07;0;226;0.00431;1.69e-05;101;521;99.935
;Safari;J Balvin;205600;508;687;0;-4.361;1;326;551;3.41e-06;126;565;180.044
;Alguien Robo;Sebastian Yatra;223613;745;921;0;-2.674;1;82;0.0897;0.0;178;645;92.973
;Vacaciones;Wisin;238800;772;909;6;-3.225;0;166;256;0.0;255;679;96.031
;Te Quiero Pa´Mi;Don Omar;211627;761;0.82;1;-4.003;1;0.0623;125;2.1e-05;183;619;88.997
;Ay Mi Dios;IAmChino;252003;761;829;0;-3.203;0;0.0681;167;0.0;189;0.82;92.033
;Traicionera;Sebastian Yatra;228467;776;669;11;-4.933;1;0.0638;142;0.0;219;646;91.012
;Si Tú La Ves;Nicky Jam;221027;685;731;5;-5.119;0;93;204;0.0;0.0722;776;177.912
;Lumbra;Cali Y El Dandee;197087;724;0.84;0;-3.581;1;0.0392;53;0.0;727;833;92.01
;La Bicicleta;Carlos Vives;227457;746;961;0;-2.243;1;0.13;206;1.84e-06;329;954;179.984
;Bailame;Nacho;207200;817;869;6;-4.791;1;0.18;163;0.00226;0.0497;0.56;96.029
;Dile Que Tu Me Quieres;Ozuna;226400;721;687;1;-6.682;1;0.0782;0.0998;0.0;0.0679;828;175.914
;Deja vu;Prince Royce;196480;732;801;9;-3.859;1;0.0327;0.39;0.0;0.31;818;123.981
;Sé Que Te Duele;Alejandro Fernandez;228147;682;858;9;-4.711;1;0.0708;245;0.0;104;772;94.954
;Borro Cassette;Maluma;207307;0.73;701;5;-5.885;0;106;132;0.0;151;789;175.95
;DUELE EL CORAZON;Enrique Iglesias;200813;724;904;8;-3.354;0;0.0966;0.0786;0.0;226;851;90.999
;Andas En Mi Cabeza;Chino & Nacho;247493;0.68;954;9;-1.823;1;119;0.0244;0.0;112;524;104.029
;Chillax;Farruko;197840;827;646;1;-4.727;0;0.0766;0.0724;0.0;247;0.51;92.057
;Hasta el Amanecer;Nicky Jam;198707;832;608;6;-6.042;0;0.0385;282;0.0;0.0761;579;94.013
;Bailame Despacio;Xantos;240000;688;719;2;-4.746;1;0.0555;163;0.0;0.15;589;88.015
;Shaky Shaky;Daddy Yankee;234320;899;626;6;-4.228;0;292;76;0.0;0.0631;871;88.007
;Besándote;Piso 21;181048;724;809;7;-4.96;1;56;0.0345;0.0;169;495;95.037
;Ando buscando (feat. Piso 21);Carlos Baute;199281;712;841;7;-5.432;0;0.0455;0.0685;7.87e-05;0.0672;656;98.003
;Hula Hoop;Daddy Yankee;236493;801;822;6;-4.655;1;0.0831;113;0.00424;0.0877;938;176.048
;Qué Gano Olvidándote - Versión Urbana;Reik;246853;0.49;894;11;-1.708;0;0.0947;0.0869;0.0;103;656;197.989
;Ya Me Enteré (feat. Nicky Jam) - Urban Version;Reik;219227;768;742;9;-6.308;1;0.0443;234;0.0;0.14;0.8;114.679
;Mi Tesoro (feat. Nicky Jam);Zion & Lennox;246653;725;711;10;-4.544;1;0.0335;0.0821;0.0;0.0931;476;93.003
;Tú Sí Sabes Quererme;Natalia Lafourcade;245493;612;0.57;1;-9.62;0;0.0735;803;3.29e-05;122;813;169.842
;Si Me Dices Que Si (feat. Nicky Jam);Cosculluela;276688;0.67;679;7;-5.618;1;118;189;0.0;168;794;172.069
;Fuego;Juanes;166600;779;659;0;-5.455;1;0.0808;0.0525;0.0;128;924;95.003
;Al Filo de Tu Amor;Carlos Vives;214072;712;901;1;-4.699;0;0.0595;51;0.0;162;0.84;97.98
;Young And Menace;Fall Out Boy;223800;648;833;11;-5.116;1;0.0543;0.0983;1;127;301;108.001
;Sugar, We're Goin Down;Fall Out Boy;229093;499;824;7;-4.741;1;0.0794;0.00898;0.0;163;692;161.977
;Centuries;Fall Out Boy;228360;385;866;4;-2.817;0;0.0697;4;0.0;111;548;176.014
;My Songs Know What You Did In The Dark (Light Em Up);Fall Out Boy;186827;561;927;9;-4.374;0;0.0619;0.0313;2.34e-05;529;562;152.011
;Immortals;Fall Out Boy;189387;613;874;2;-3.594;1;0.0697;0.00139;1.82e-06;656;532;108.038
;Uma Thurman;Fall Out Boy;211573;623;956;4;-2.608;0;0.0753;119;0.000227;617;718;149.958
;Dance, Dance;Fall Out Boy;180267;616;961;11;-3.144;0;139;0.00494;0.0;78;531;114.492
;This Ain't A Scene, It's An Arms Race;Fall Out Boy;212040;607;889;9;-4.034;1;0.0394;0.000965;0.0;0.0839;376;100.034
;Bad Liar;Selena Gomez;214648;0.95;412;1;-6.592;1;0.0731;177;0.0;77;741;121.019
;Despacito - Remix;Luis Fonsi;228827;0.63;815;2;-4.265;1;152;222;0.0;91;814;88.357
;Thunder;Imagine Dragons;187761;608;841;0;-3.798;1;0.0464;0.00593;0.0573;121;0.25;167.969
;Attention;Charlie Puth;211475;774;626;3;-4.432;0;0.0432;0.0969;3.12e-05;0.0848;758;100.041
;There's Nothing Holdin' Me Back;Shawn Mendes;199440;857;0.8;2;-4.035;1;0.0583;381;0.0;0.0913;965;121.996
;Quit (feat. Ariana Grande);Cashmere Cat;258188;0.44;413;0;-7.425;0;0.0446;102;1.7e-05;103;125;131.659
;The Cure;Lady Gaga;211364;696;503;8;-4.842;1;0.0356;0.0745;0.0;0.0869;539;99.977
;First Time;Kygo;193511;633;592;0;-7.245;0;112;197;0.0;99;643;90.066
;No Vacancy;OneRepublic;223190;711;722;5;-3.946;1;0.0472;62;0.0;0.14;483;99.954
;Most Girls;Hailee Steinfeld;204400;0.76;588;9;-7.082;1;0.0775;0.0485;0.0;0.0847;384;102.974
;Malibu;Miley Cyrus;231906;565;782;8;-6.413;1;0.0506;0.0577;4.16e-05;0.0757;392;140.004
;Stay (with Alessia Cara);Zedd;210091;457;627;5;-5.091;0;111;238;0.0;116;535;101.384
;1-800-273-8255;Logic;250200;622;593;5;-7.755;0;0.0414;0.56;0.0;175;361;100.048
;Pretty Girl - Cheat Codes X CADE Remix;Maggie Lindemann;193613;703;868;7;-4.661;0;0.0291;0.15;132;104;732;121.03
;Now Or Never;Halsey;214802;0.66;575;6;-4.934;0;0.0367;115;1.59e-06;131;485;110.091
;No Promises (feat. Demi Lovato);Cheat Codes;223504;741;667;10;-5.445;1;134;0.0575;0.0;106;609;112.956
;Slow Hands;Niall Horan;188174;726;429;0;-6.623;1;0.0519;0.0133;0.0;0.0574;874;85.899
;Bad Bitch (feat. Ty Dolla $ign);Bebe Rexha;197253;656;615;5;-6.252;1;0.0539;0.0283;0.0;234;364;139.91
;Good Life (with G-Eazy & Kehlani);G-Eazy;225526;565;771;1;-5.22;1;212;0.00464;0.0;0.0568;551;168.385
;The Night We Met;Lord Huron;206933;549;371;2;-9.56;1;0.0378;0.97;132;639;117;87.024
;Rollin;Calvin Harris;272667;754;762;6;-4.486;0;0.0849;0.45;6.67e-05;224;673;92.002
;Obsession (feat. Jon Bellion);Vice;221983;741;559;10;-7.775;1;0.03;0.00728;0.000971;0.21;441;101.999
;Whippin (feat. Felix Snow);Kiiara;160597;0.87;502;5;-7.497;0;0.0549;549;0.00356;0.0916;676;82.53
;Symphony;Clean Bandit;214867;718;609;0;-4.699;0;0.0429;281;3.29e-05;234;0.47;122.948
;Break Up Every Night;The Chainsmokers;207520;624;806;1;-5.957;1;0.0437;0.00411;0.0;0.0872;536;149.999
;Unforgettable;French Montana;233833;726;769;6;-5.043;1;123;0.0293;0.0101;104;0.75;97.985
;HUMBLE.;Kendrick Lamar;177604;905;596;1;-7.496;0;118;0.000339;2.05e-05;0.0897;419;149.996
;do re mi;Blackbear;212027;747;592;8;-6.334;1;0.0457;0.00517;1.48e-05;124;0.16;110.991
;Swalla (feat. Nicki Minaj & Ty Dolla $ign);Jason Derulo;216409;696;817;1;-3.862;1;109;75;0.0;187;779;98.064
;Whatever It Takes;Imagine Dragons;201601;673;676;1;-5.002;1;0.0308;0.0355;0.0;107;568;134.944
;Touch;Little Mix;213307;607;718;4;-4.095;1;0.0978;32;0.0;403;521;101.821
;Selfish;Future;251423;415;369;8;-10.044;1;0.0741;0.0303;7.64e-06;383;0.0951;95.746
;It Ain’t Me (with Selena Gomez);Kygo;220781;648;532;0;-6.597;1;0.0746;0.0905;0.0;0.0831;497;99.983
;Mama;Jonas Blue;184134;747;799;11;-4.066;0;0.0405;128;0.0;0.0541;537;104.02
;The One;The Chainsmokers;177573;0.76;303;2;-11.362;1;0.0284;238;8.09e-06;294;157;99.991
;Nights With You;MØ;197495;763;671;1;-4.029;0;0.1;401;1.16e-05;375;608;120.06
;TG4M;Zara Larsson;172893;667;648;3;-6.398;0;0.0626;0.0235;1.52e-05;0.0427;585;95.031
;Mask Off;Future;204600;833;434;2;-8.795;1;431;0.0102;0.0219;165;286;150.062
;Bon Appétit;Katy Perry;227292;803;793;6;-5.769;1;0.0635;122;5.81e-05;154;0.54;106.035
;Sign of the Times;Harry Styles;340707;516;595;5;-4.63;1;0.0313;0.0275;0.0;109;209;119.972
;At My Best (feat. Hailee Steinfeld);Machine Gun Kelly;200733;532;778;7;-6.69;0;218;0.00246;0.000111;153;242;169.923
;Issues;Julia Michaels;176347;704;423;8;-6.792;1;0.0862;416;0.0;0.0607;0.45;113.962
;That's What I Like;Bruno Mars;206693;853;0.56;1;-4.961;1;0.0406;13;0.0;0.0944;853;134.066
;September Song;JP Cooper;220291;623;656;0;-5.608;0;0.0416;0.0561;0.0;0.0855;371;95.878
;Still Got Time;ZAYN;188491;748;627;7;-6.029;1;0.0644;131;0.0;0.0852;513;120.963
;Location;Khalid;219080;736;449;1;-11.462;0;425;0.33;0.000162;0.0898;322;80.126
;Scared to Be Lonely;Martin Garrix;220883;584;0.54;1;-7.786;0;0.0576;0.0895;0.0;261;0.19;137.972
;Passionfruit;Drake;298941;804;459;11;-11.556;1;39;304;0.0862;0.11;372;111.963
;Shape of You;Ed Sheeran;233713;825;652;1;-3.183;0;0.0802;581;0.0;0.0931;933;95.977
;Wild Ones (feat. Sia);Flo Rida;232947;608;0.86;5;-5.324;0;0.0554;0.0991;0.0;262;441;127.075
;Starships;Nicki Minaj;210627;748;727;11;-2.42;0;0.0871;167;0.0;166;0.68;125.014
;Lollipop;Lil Wayne;299333;828;433;0;-9.716;1;199;0.0656;0.000876;122;446;148.073
;Time of Our Lives;Pitbull;229360;0.72;802;1;-5.797;1;0.0582;0.0921;0.0;694;716;124.043
;Stereo Hearts (feat. Adam Levine);Gym Class Heroes;210960;646;795;9;-3.293;1;0.0976;0.0319;0.0;267;791;89.99
;Glad You Came;The Wanted;198187;755;838;7;-4.5;0;0.0687;0.0643;1.59e-05;118;454;126.877
;Dynamite;Taio Cruz;203867;0.75;0.78;4;-3.155;1;0.0898;0.00622;0.0;0.0263;819;119.985
;Clique;JAY Z;293533;467;564;9;-4.986;0;353;0.0567;0.0;194;304;81.966
;Airplanes (feat. Hayley Williams of Paramore);B.o.B;180480;0.66;867;6;-4.285;0;116;0.11;0.0;0.0368;376;93.033
;Trumpets;Jason Derulo;217419;635;691;0;-4.862;1;258;555;0.0;97;0.63;82.142
;Live Your Life - feat. Rihanna;T.I.;338853;375;862;11;-3.363;0;255;71;0.0;211;472;159.841
;Like A G6;Far East Movement;216893;352;843;7;-7.983;0;482;0.00738;0.0;0.0883;716;165.29
;Feel This Moment;Pitbull;229507;673;758;7;-3.632;1;158;39;0.0;341;541;135.956
;Timber;Pitbull;204160;581;963;11;-4.087;1;0.0981;0.0295;0.0;139;792;129.992
;Classic;MKTO;175427;0.72;791;1;-4.689;1;124;0.0384;0.0;157;767;102.071
;Titanium (feat. Sia);David Guetta;245041;599;803;0;-3.641;0;0.0986;69;137;129;254;126.057
;E.T. - feat. Kanye West;Katy Perry;229573;0.62;869;1;-5.252;1;175;0.0181;0.0;369;769;151.684
;GDFR (feat. Sage The Gemini & Lookas);Flo Rida;190186;657;827;5;-4.036;1;0.0734;0.000704;0.00534;65;698;145.889
;Young, Wild & Free (feat. Bruno Mars);Snoop Dogg;207333;715;655;0;-6.425;1;137;0.0525;0.0;115;557;95.078
;The Monster;Eminem;250189;786;857;9;-3.765;1;0.0734;0.0514;0.0;112;602;110.038
;TiK ToK;Kesha;199693;755;832;2;-2.741;0;116;0.0746;1.27e-06;291;719;120.032
;Love You Like A Love Song;Selena Gomez & The Scene;188453;859;697;1;-3.79;0;0.0569;0.0715;0.0;0.0761;875;117.008
;Don't You Worry Child (Radio Edit) [feat. John Martin];Swedish House Mafia;212862;612;0.84;11;-3.145;0;0.0509;112;0.0;116;441;129.042
;"Sexy Bitch (feat. Akon) - Featuring Akon;explicit";David Guetta;195853;809;628;11;-5.021;0;0.0561;0.0762;0.000371;113;797;130.008
;Somebody;Natalie La Rose;189907;842;531;0;-8.729;1;0.0377;0.000979;1.34e-05;0.0667;758;105.013
;Maps;Maroon 5;189959;745;714;1;-5.501;0;0.0302;0.0183;0.0;0.0636;847;120.025
;Am I Wrong;Nico & Vinz;247520;725;0.68;8;-5.465;1;0.0306;162;2.13e-06;158;753;119.939
;Umbrella;Rihanna;275987;579;821;1;-4.616;1;152;0.0117;0.0;0.0631;561;174.063
;Counting Stars;OneRepublic;257840;663;714;1;-4.944;0;38;0.0649;0.0;116;471;121.99
;Turn Down for What;DJ Snake;213733;818;799;1;-4.1;0;156;0.00107;128;57;0.0953;100.014
;Get Lucky;Daft Punk;369627;0.81;793;6;-9.404;0;0.0403;0.0378;1.82e-06;72;0.86;116.049
;A Dustland Fairytale;The Killers;225160;441;0.87;2;-4.845;1;57;0.0533;3.7e-06;0.0936;281;134.469
;My House;Flo Rida;192191;688;702;7;-4.792;0;0.0499;0.0215;0.0;128;731;94.006
;Best I Ever Had;Drake;257760;427;861;1;-4.874;1;376;219;0.0;277;581;161.776
;Stitches;Shawn Mendes;206880;592;752;1;-6.589;1;114;0.0196;0.0;0.0477;0.73;74.784
;I Will Never Let You Down;Rita Ora;203467;753;801;4;-3.215;1;0.0296;403;0.0;128;787;128.011
;Do I Wanna Know?;Arctic Monkeys;272394;548;532;5;-7.596;1;0.0323;186;0.000263;217;428;85.03
;Cinema - Skrillex Remix;Benny Benassi;307987;635;983;6;-3.807;0;174;0.00901;0.00799;0.0683;422;145.085
;Take Care;Drake;277387;697;527;0;-10.438;0;211;0.0431;1.25e-05;0.0882;289;121.849
;Love Song;Sara Bareilles;258827;583;786;2;-3.142;0;0.0301;0.0208;0.0;188;556;123.052
;Blurred Lines;Robin Thicke;263827;862;608;7;-4.762;1;0.0402;0.00373;6.14e-06;0.0856;825;120.002
;Swimming Pools (Drank) - Extended Version;Kendrick Lamar;313787;0.68;489;11;-7.837;0;432;119;2.86e-05;606;261;74.04
;Beautiful Girls - Radio Disney Version;Sean Kingston;225560;772;648;9;-6.222;1;0.0612;161;0.0;269;744;129.966
;Cool;Gwen Stefani;189333;709;697;2;-3.471;1;0.0275;0.0532;5.15e-05;349;0.78;112.017
;Can’t Live Without;Hollyn;262853;627;0.56;5;-5.378;1;0.0667;455;0.0;126;488;97.967
;Glimpse;Kim Walker-Smith;217480;567;678;10;-6.642;0;0.0404;0.0394;0.0;102;381;141.951
;Broken Things;Matthew West;187013;547;513;0;-7.451;1;0.0309;0.0495;0.0;181;262;110.54
;Even If;MercyMe;255160;335;582;5;-5.09;1;0.0375;379;2.67e-05;0.0954;0.13;110.522
;Home;Chris Tomlin;219720;468;786;9;-2.757;1;0.0334;0.0363;0.0;0.31;479;84.992
;Nowhere;Sarah Reeves;228067;322;508;7;-7.681;1;0.0341;648;0.00297;152;191;155.128
;Hills and Valleys (The Valleys Version);Tauren Wells;250123;486;331;2;-9.106;1;0.0328;766;0.0;72;421;79.277
;Chain Breaker;Zach Williams;195907;475;672;0;-5.925;1;0.0329;0.0189;0.0;117;382;77.857
;Clean;Natalie Grant;277973;361;236;6;-7.781;1;0.0315;912;7.79e-05;0.0831;184;147.309
;I Will;Citizen Way;245853;519;684;6;-3.746;1;0.0325;447;0.0;0.0901;293;133.943
;The Gospel;Ryan Stevenson;254262;576;686;3;-6.032;1;0.0554;0.0353;6.68e-05;114;599;153.901
;Throne Room;Kim Walker-Smith;284947;511;815;6;-6.317;0;48;0.0342;0.0;0.09;245;128.004
;I Won't Let You Go - Radio Version;Switchfoot;237467;526;692;4;-3.895;1;0.0278;0.0164;0.0;0.0786;266;137.849
;Unfinished;Mandisa;215050;621;674;6;-4.635;0;0.0323;0.0176;0.0;242;255;92.994
;Old Church Choir;Zach Williams;176453;673;813;0;-5.895;1;0.0363;117;0.0;148;638;103.999
;Forgiven;Crowder;236667;555;663;0;-5.628;1;42;0.28;0.0;107;295;75.976
;Love Wins;Love and Theft;225933;534;508;2;-7.085;1;0.0322;379;0.0;0.0867;407;153.947
;I Have This Hope;Tenth Avenue North;204800;422;336;0;-7.199;1;0.0306;199;0.0;189;0.0974;108.009
;In Awe;Hollyn;218133;448;412;11;-7.877;1;0.0281;568;5.68e-05;159;308;133.881
;Oh My Soul;Casting Crowns;255173;331;427;3;-7.431;1;0.0302;498;0.0;108;129;157.938
;You Redeem - Studio Version;Aaron Shust;222400;385;663;2;-5.902;1;0.0271;0.0229;0.0;0.0841;237;156.066
;Amen;Hunter Hayes;212701;447;0.89;6;-4.563;1;0.0676;0.0141;0.0;0.0858;331;93.894
;Brand New Life;Colton Dixon;220840;619;733;8;-5.055;1;0.0405;0.0107;0.0;176;507;100.071
;Oceans (Where Feet May Fail) - Radio Version;Hillsong United;249640;497;604;2;-9.438;1;0.0313;202;0.0;299;225;131.935
;O God Forgive Us;for KING & COUNTRY;205387;464;225;0;-9.155;1;0.0403;587;5.64e-06;116;209;84.677
;Death Was Arrested;North Point InsideOut;293331;306;742;11;-3.914;1;0.0427;0.0298;0.0;126;149;155.873
;Back To God;Reba McEntire;243013;536;711;6;-4.916;1;0.0367;149;0.0;112;326;147.9
;Say The Word;Hillsong United;264320;429;636;5;-7.684;1;0.0325;0.000767;5.14e-05;203;233;123.966
;On My Side;Kim Walker-Smith;252360;295;326;9;-6.125;0;0.0318;627;0.0;157;136;126.704
;Bloom;Grayson Reed;168040;534;933;6;-4.021;1;0.0781;0.0218;0.0;159;783;174.081
;Revival;Third Day;219280;475;0.92;5;-4.991;1;0.0941;104;0.0;575;729;154.906
;Hold It All;Cody Carnes;248962;436;618;3;-8.402;0;0.0432;415;2.46e-06;177;352;83.982
;Lifer;MercyMe;201093;704;928;8;-3.422;1;0.0443;0.0458;0.0;345;0.96;113.981
